,0,1,mesa,eleciones,circuito
0,Total Inscriptos :,349,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,84.81 %,142,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,351,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,83.19 %,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,Votos Comando Electoral:,2,143,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,345,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,84.93 %,144,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,348,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,81.03 %,145,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,351,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,88.89 %,146,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,352,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,85.51 %,147,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,349,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,82.52 %,148,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,211,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
1,Votantes :,86.73 %,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
2,Votos Comando Electoral:,1,149,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,642
0,Total Inscriptos :,347,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,Votantes :,78.67 %,150,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,Total Inscriptos :,350,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,Votantes :,86.86 %,151,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,Total Inscriptos :,348,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,Votantes :,86.78 %,152,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,Total Inscriptos :,351,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,Votantes :,87.75 %,153,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,Total Inscriptos :,351,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,Votantes :,80.34 %,154,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,Total Inscriptos :,182,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
1,Votantes :,88.46 %,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
2,Votos Comando Electoral:,1,155,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,643
0,Total Inscriptos :,350,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
1,Votantes :,76.86 %,156,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
0,Total Inscriptos :,350,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
1,Votantes :,80.86 %,157,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
0,Total Inscriptos :,174,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
1,Votantes :,80.46 %,158,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,644
0,Total Inscriptos :,195,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
1,Votantes :,77.44 %,159,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,645
0,Total Inscriptos :,345,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
1,Votantes :,76.23 %,160,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,646
0,Total Inscriptos :,145,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
1,Votantes :,85.52 %,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
2,Votos Comando Electoral:,1,161,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,647
0,Total Inscriptos :,189,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
1,Votantes :,81.48 %,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
2,Votos Comando Electoral:,1,162,ELECCIONES GENERALES - PROVINCIALES 27/10/2019,648
