,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
2,503.0,AZA.AVANZA LIBERTAD,23.0,22.0,24.0,149,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,16.0,16.0,15.0,149,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,116.0,115.0,106.0,149,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,107.0,107.0,124.0,149,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,6.0,149,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,4.0,4.0,4.0,149,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,149,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,149,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,6.0,7.0,5.0,149,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,284.0,284.0,284.0,149,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,5.0,,,150,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,150,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,29.0,28.0,25.0,150,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,22.0,23.0,18.0,150,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,101.0,102.0,95.0,150,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,100.0,100.0,114.0,150,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,11.0,150,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,9.0,9.0,7.0,150,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,150,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,150,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,4.0,3.0,8.0,150,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,278.0,278.0,278.0,150,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,7.0,,,151,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,151,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,25.0,25.0,20.0,151,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,14.0,14.0,151,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,110.0,110.0,100.0,151,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,101.0,102.0,118.0,151,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,10.0,11.0,10.0,151,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,3.0,3.0,4.0,151,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,151,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,151,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,5.0,4.0,10.0,151,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,276.0,276.0,276.0,151,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,3.0,,,152,ELECCIONES GENERALES 14/11/2021,642
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,152,ELECCIONES GENERALES 14/11/2021,642
2,503.0,AZA.AVANZA LIBERTAD,23.0,22.0,20.0,152,ELECCIONES GENERALES 14/11/2021,642
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,18.0,18.0,18.0,152,ELECCIONES GENERALES 14/11/2021,642
4,506.0,AZA.JUNTOS,100.0,101.0,89.0,152,ELECCIONES GENERALES 14/11/2021,642
5,507.0,FRENTE DE TODOS,73.0,74.0,89.0,152,ELECCIONES GENERALES 14/11/2021,642
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,4.0,152,ELECCIONES GENERALES 14/11/2021,642
7,,VOTOS NULOS,3.0,3.0,3.0,152,ELECCIONES GENERALES 14/11/2021,642
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,152,ELECCIONES GENERALES 14/11/2021,642
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,152,ELECCIONES GENERALES 14/11/2021,642
10,,VOTOS EN BLANCO,3.0,2.0,6.0,152,ELECCIONES GENERALES 14/11/2021,642
11,,TOTALES,229.0,229.0,229.0,152,ELECCIONES GENERALES 14/11/2021,642
0,501.0,AZA.+ VALORES,6.0,,,153,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,153,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,21.0,21.0,21.0,153,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,20.0,20.0,21.0,153,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,79.0,79.0,72.0,153,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,104.0,104.0,113.0,153,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,7.0,7.0,6.0,153,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,4.0,4.0,4.0,153,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,153,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,153,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,6.0,7.0,10.0,153,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,247.0,247.0,247.0,153,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,6.0,,,154,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,154,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,8.0,8.0,7.0,154,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,17.0,17.0,17.0,154,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,92.0,94.0,84.0,154,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,122.0,123.0,132.0,154,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,8.0,154,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,0.0,0.0,0.0,154,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,154,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,154,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,9.0,6.0,15.0,154,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,263.0,263.0,263.0,154,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,6.0,,,155,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,155,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,16.0,16.0,16.0,155,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,18.0,18.0,16.0,155,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,82.0,80.0,75.0,155,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,120.0,119.0,125.0,155,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,11.0,11.0,10.0,155,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,0.0,0.0,0.0,155,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,155,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,155,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,4.0,7.0,15.0,155,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,257.0,257.0,257.0,155,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,9.0,,,156,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,156,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,19.0,20.0,18.0,156,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,14.0,14.0,156,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,77.0,77.0,74.0,156,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,133.0,133.0,137.0,156,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,6.0,156,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,4.0,4.0,4.0,156,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,156,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,156,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,3.0,2.0,12.0,156,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,265.0,265.0,265.0,156,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,7.0,,,157,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,157,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,23.0,22.0,23.0,157,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,11.0,157,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,82.0,82.0,78.0,157,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,124.0,124.0,126.0,157,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,12.0,12.0,13.0,157,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,4.0,3.0,4.0,157,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,157,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,157,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,3.0,4.0,12.0,157,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,267.0,267.0,267.0,157,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,13.0,,,158,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,13.0,,158,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,22.0,22.0,23.0,158,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,17.0,17.0,13.0,158,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,74.0,73.0,69.0,158,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,118.0,118.0,127.0,158,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,9.0,9.0,10.0,158,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,5.0,5.0,5.0,158,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,158,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,158,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,4.0,5.0,15.0,158,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,262.0,262.0,262.0,158,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,4.0,,,159,ELECCIONES GENERALES 14/11/2021,643
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,159,ELECCIONES GENERALES 14/11/2021,643
2,503.0,AZA.AVANZA LIBERTAD,2.0,1.0,1.0,159,ELECCIONES GENERALES 14/11/2021,643
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,4.0,4.0,4.0,159,ELECCIONES GENERALES 14/11/2021,643
4,506.0,AZA.JUNTOS,31.0,32.0,28.0,159,ELECCIONES GENERALES 14/11/2021,643
5,507.0,FRENTE DE TODOS,37.0,37.0,41.0,159,ELECCIONES GENERALES 14/11/2021,643
6,508.0,FRENTE VAMOS CON VOS,5.0,5.0,5.0,159,ELECCIONES GENERALES 14/11/2021,643
7,,VOTOS NULOS,0.0,0.0,0.0,159,ELECCIONES GENERALES 14/11/2021,643
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,159,ELECCIONES GENERALES 14/11/2021,643
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,159,ELECCIONES GENERALES 14/11/2021,643
10,,VOTOS EN BLANCO,0.0,0.0,4.0,159,ELECCIONES GENERALES 14/11/2021,643
11,,TOTALES,83.0,83.0,83.0,159,ELECCIONES GENERALES 14/11/2021,643
0,501.0,AZA.+ VALORES,6.0,,,160,ELECCIONES GENERALES 14/11/2021,644
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,160,ELECCIONES GENERALES 14/11/2021,644
2,503.0,AZA.AVANZA LIBERTAD,15.0,14.0,13.0,160,ELECCIONES GENERALES 14/11/2021,644
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,11.0,160,ELECCIONES GENERALES 14/11/2021,644
4,506.0,AZA.JUNTOS,99.0,98.0,96.0,160,ELECCIONES GENERALES 14/11/2021,644
5,507.0,FRENTE DE TODOS,90.0,91.0,98.0,160,ELECCIONES GENERALES 14/11/2021,644
6,508.0,FRENTE VAMOS CON VOS,12.0,11.0,12.0,160,ELECCIONES GENERALES 14/11/2021,644
7,,VOTOS NULOS,0.0,0.0,0.0,160,ELECCIONES GENERALES 14/11/2021,644
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,160,ELECCIONES GENERALES 14/11/2021,644
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,160,ELECCIONES GENERALES 14/11/2021,644
10,,VOTOS EN BLANCO,6.0,7.0,9.0,160,ELECCIONES GENERALES 14/11/2021,644
11,,TOTALES,239.0,239.0,239.0,160,ELECCIONES GENERALES 14/11/2021,644
0,501.0,AZA.+ VALORES,7.0,,,161,ELECCIONES GENERALES 14/11/2021,644
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,7.0,,161,ELECCIONES GENERALES 14/11/2021,644
2,503.0,AZA.AVANZA LIBERTAD,13.0,13.0,11.0,161,ELECCIONES GENERALES 14/11/2021,644
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,15.0,15.0,161,ELECCIONES GENERALES 14/11/2021,644
4,506.0,AZA.JUNTOS,129.0,129.0,125.0,161,ELECCIONES GENERALES 14/11/2021,644
5,507.0,FRENTE DE TODOS,70.0,70.0,78.0,161,ELECCIONES GENERALES 14/11/2021,644
6,508.0,FRENTE VAMOS CON VOS,16.0,15.0,15.0,161,ELECCIONES GENERALES 14/11/2021,644
7,,VOTOS NULOS,5.0,5.0,5.0,161,ELECCIONES GENERALES 14/11/2021,644
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,161,ELECCIONES GENERALES 14/11/2021,644
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,161,ELECCIONES GENERALES 14/11/2021,644
10,,VOTOS EN BLANCO,5.0,6.0,11.0,161,ELECCIONES GENERALES 14/11/2021,644
11,,TOTALES,260.0,260.0,260.0,161,ELECCIONES GENERALES 14/11/2021,644
0,501.0,AZA.+ VALORES,4.0,,,162,ELECCIONES GENERALES 14/11/2021,644
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,162,ELECCIONES GENERALES 14/11/2021,644
2,503.0,AZA.AVANZA LIBERTAD,7.0,7.0,7.0,162,ELECCIONES GENERALES 14/11/2021,644
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,1.0,1.0,1.0,162,ELECCIONES GENERALES 14/11/2021,644
4,506.0,AZA.JUNTOS,27.0,27.0,28.0,162,ELECCIONES GENERALES 14/11/2021,644
5,507.0,FRENTE DE TODOS,12.0,13.0,14.0,162,ELECCIONES GENERALES 14/11/2021,644
6,508.0,FRENTE VAMOS CON VOS,1.0,0.0,0.0,162,ELECCIONES GENERALES 14/11/2021,644
7,,VOTOS NULOS,1.0,1.0,1.0,162,ELECCIONES GENERALES 14/11/2021,644
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,162,ELECCIONES GENERALES 14/11/2021,644
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,162,ELECCIONES GENERALES 14/11/2021,644
10,,VOTOS EN BLANCO,2.0,2.0,4.0,162,ELECCIONES GENERALES 14/11/2021,644
11,,TOTALES,55.0,55.0,55.0,162,ELECCIONES GENERALES 14/11/2021,644
0,501.0,AZA.+ VALORES,5.0,,,163,ELECCIONES GENERALES 14/11/2021,645
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,163,ELECCIONES GENERALES 14/11/2021,645
2,503.0,AZA.AVANZA LIBERTAD,4.0,4.0,4.0,163,ELECCIONES GENERALES 14/11/2021,645
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,4.0,4.0,5.0,163,ELECCIONES GENERALES 14/11/2021,645
4,506.0,AZA.JUNTOS,36.0,36.0,36.0,163,ELECCIONES GENERALES 14/11/2021,645
5,507.0,FRENTE DE TODOS,38.0,38.0,39.0,163,ELECCIONES GENERALES 14/11/2021,645
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,5.0,163,ELECCIONES GENERALES 14/11/2021,645
7,,VOTOS NULOS,1.0,1.0,1.0,163,ELECCIONES GENERALES 14/11/2021,645
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,163,ELECCIONES GENERALES 14/11/2021,645
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,163,ELECCIONES GENERALES 14/11/2021,645
10,,VOTOS EN BLANCO,1.0,1.0,5.0,163,ELECCIONES GENERALES 14/11/2021,645
11,,TOTALES,95.0,95.0,95.0,163,ELECCIONES GENERALES 14/11/2021,645
0,501.0,AZA.+ VALORES,5.0,,,164,ELECCIONES GENERALES 14/11/2021,646
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,164,ELECCIONES GENERALES 14/11/2021,646
2,503.0,AZA.AVANZA LIBERTAD,9.0,8.0,8.0,164,ELECCIONES GENERALES 14/11/2021,646
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,6.0,4.0,4.0,164,ELECCIONES GENERALES 14/11/2021,646
4,506.0,AZA.JUNTOS,93.0,93.0,91.0,164,ELECCIONES GENERALES 14/11/2021,646
5,507.0,FRENTE DE TODOS,54.0,55.0,60.0,164,ELECCIONES GENERALES 14/11/2021,646
6,508.0,FRENTE VAMOS CON VOS,4.0,2.0,2.0,164,ELECCIONES GENERALES 14/11/2021,646
7,,VOTOS NULOS,3.0,3.0,3.0,164,ELECCIONES GENERALES 14/11/2021,646
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,164,ELECCIONES GENERALES 14/11/2021,646
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,164,ELECCIONES GENERALES 14/11/2021,646
10,,VOTOS EN BLANCO,2.0,6.0,8.0,164,ELECCIONES GENERALES 14/11/2021,646
11,,TOTALES,176.0,176.0,176.0,164,ELECCIONES GENERALES 14/11/2021,646
0,501.0,AZA.+ VALORES,3.0,,,165,ELECCIONES GENERALES 14/11/2021,647
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,165,ELECCIONES GENERALES 14/11/2021,647
2,503.0,AZA.AVANZA LIBERTAD,9.0,9.0,9.0,165,ELECCIONES GENERALES 14/11/2021,647
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,2.0,2.0,2.0,165,ELECCIONES GENERALES 14/11/2021,647
4,506.0,AZA.JUNTOS,48.0,48.0,43.0,165,ELECCIONES GENERALES 14/11/2021,647
5,507.0,FRENTE DE TODOS,20.0,20.0,26.0,165,ELECCIONES GENERALES 14/11/2021,647
6,508.0,FRENTE VAMOS CON VOS,2.0,2.0,2.0,165,ELECCIONES GENERALES 14/11/2021,647
7,,VOTOS NULOS,2.0,2.0,2.0,165,ELECCIONES GENERALES 14/11/2021,647
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,165,ELECCIONES GENERALES 14/11/2021,647
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,165,ELECCIONES GENERALES 14/11/2021,647
10,,VOTOS EN BLANCO,3.0,3.0,5.0,165,ELECCIONES GENERALES 14/11/2021,647
11,,TOTALES,89.0,89.0,89.0,165,ELECCIONES GENERALES 14/11/2021,647
0,501.0,AZA.+ VALORES,1.0,,,166,ELECCIONES GENERALES 14/11/2021,648
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,166,ELECCIONES GENERALES 14/11/2021,648
2,503.0,AZA.AVANZA LIBERTAD,12.0,10.0,10.0,166,ELECCIONES GENERALES 14/11/2021,648
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,3.0,3.0,2.0,166,ELECCIONES GENERALES 14/11/2021,648
4,506.0,AZA.JUNTOS,51.0,53.0,48.0,166,ELECCIONES GENERALES 14/11/2021,648
5,507.0,FRENTE DE TODOS,61.0,62.0,68.0,166,ELECCIONES GENERALES 14/11/2021,648
6,508.0,FRENTE VAMOS CON VOS,8.0,7.0,7.0,166,ELECCIONES GENERALES 14/11/2021,648
7,,VOTOS NULOS,0.0,0.0,1.0,166,ELECCIONES GENERALES 14/11/2021,648
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,166,ELECCIONES GENERALES 14/11/2021,648
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,166,ELECCIONES GENERALES 14/11/2021,648
10,,VOTOS EN BLANCO,2.0,2.0,2.0,166,ELECCIONES GENERALES 14/11/2021,648
11,,TOTALES,138.0,138.0,138.0,166,ELECCIONES GENERALES 14/11/2021,648
