,NRO,AGRUPACION POLITICA,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,43,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,25.0,23.0,21.0,43,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,11.0,10.0,43,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,124.0,127.0,121.0,43,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,77.0,77.0,87.0,43,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,7.0,8.0,43,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,1.0,1.0,1.0,43,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,1.0,1.0,2.0,43,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,43,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,5.0,7.0,8.0,43,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,258.0,258.0,258.0,43,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,4.0,,,44,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,44,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,18.0,19.0,16.0,44,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,17.0,18.0,14.0,44,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,122.0,121.0,116.0,44,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,86.0,87.0,99.0,44,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,10.0,10.0,10.0,44,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,4.0,4.0,5.0,44,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,44,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,1.0,1.0,1.0,44,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,9.0,8.0,10.0,44,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,271.0,271.0,271.0,44,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,8.0,,,45,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,8.0,,45,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,20.0,20.0,19.0,45,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,10.0,9.0,45,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,135.0,135.0,125.0,45,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,72.0,72.0,83.0,45,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,9.0,45,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,7.0,7.0,7.0,45,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,4.0,4.0,4.0,45,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,45,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,4.0,4.0,10.0,45,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,266.0,266.0,266.0,45,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,5.0,,,46,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,46,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,26.0,25.0,25.0,46,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,7.0,46,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,141.0,140.0,124.0,46,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,71.0,71.0,89.0,46,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,6.0,46,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,3.0,3.0,3.0,46,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,46,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,46,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,5.0,7.0,12.0,46,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,266.0,266.0,266.0,46,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,4.0,,,47,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,47,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,21.0,20.0,17.0,47,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,8.0,8.0,47,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,149.0,150.0,139.0,47,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,69.0,69.0,84.0,47,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,3.0,3.0,3.0,47,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,3.0,2.0,2.0,47,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,47,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,47,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,5.0,6.0,9.0,47,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,262.0,262.0,262.0,47,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,10.0,,,48,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,9.0,,48,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,27.0,27.0,26.0,48,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,8.0,9.0,48,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,133.0,134.0,123.0,48,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,62.0,63.0,74.0,48,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,12.0,12.0,12.0,48,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,1.0,1.0,1.0,48,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,48,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,48,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,5.0,5.0,14.0,48,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,259.0,259.0,259.0,48,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,3.0,,,49,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,49,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,15.0,14.0,12.0,49,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,8.0,8.0,49,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,137.0,135.0,124.0,49,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,86.0,87.0,106.0,49,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,7.0,7.0,7.0,49,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,4.0,4.0,3.0,49,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,49,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,49,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,6.0,7.0,5.0,49,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,265.0,265.0,265.0,49,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,1.0,,,50,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,50,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,19.0,18.0,17.0,50,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,16.0,16.0,13.0,50,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,146.0,148.0,133.0,50,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,77.0,78.0,101.0,50,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,3.0,3.0,3.0,50,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,4.0,4.0,4.0,50,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,50,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,50,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,8.0,6.0,3.0,50,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,274.0,274.0,274.0,50,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,5.0,,,51,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,51,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,21.0,22.0,21.0,51,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,8.0,9.0,8.0,51,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,149.0,148.0,133.0,51,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,67.0,67.0,86.0,51,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,8.0,9.0,51,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,0.0,0.0,0.0,51,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,51,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,51,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,2.0,2.0,4.0,51,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,261.0,261.0,261.0,51,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,2.0,,,52,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,2.0,,52,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,25.0,24.0,21.0,52,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,15.0,14.0,11.0,52,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,156.0,155.0,146.0,52,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,70.0,73.0,94.0,52,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,10.0,9.0,6.0,52,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,2.0,2.0,1.0,52,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,52,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,52,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,3.0,4.0,4.0,52,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,283.0,283.0,283.0,52,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,1.0,,,53,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,53,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,18.0,19.0,18.0,53,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,18.0,18.0,19.0,53,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,167.0,166.0,152.0,53,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,64.0,65.0,82.0,53,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,12.0,9.0,8.0,53,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,1.0,1.0,1.0,53,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,53,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,53,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,6.0,8.0,7.0,53,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,287.0,287.0,287.0,53,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,2.0,,,54,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,54,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,27.0,27.0,30.0,54,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,9.0,9.0,54,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,118.0,116.0,104.0,54,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,100.0,101.0,113.0,54,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,2.0,2.0,1.0,54,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,2.0,2.0,2.0,54,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,54,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,54,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,4.0,7.0,8.0,54,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,267.0,267.0,267.0,54,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,4.0,,,55,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,55,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,21.0,21.0,21.0,55,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,14.0,13.0,13.0,55,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,144.0,142.0,125.0,55,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,73.0,77.0,98.0,55,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,8.0,8.0,8.0,55,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,2.0,2.0,2.0,55,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,55,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,55,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,8.0,7.0,7.0,55,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,274.0,274.0,274.0,55,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,5.0,,,56,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,56,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,24.0,21.0,24.0,56,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,10.0,8.0,56,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,136.0,141.0,125.0,56,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,83.0,82.0,101.0,56,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,6.0,6.0,6.0,56,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,2.0,2.0,2.0,56,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,56,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,56,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,6.0,6.0,6.0,56,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,272.0,272.0,272.0,56,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,1.0,,,57,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,57,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,23.0,23.0,22.0,57,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,10.0,8.0,57,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,118.0,118.0,113.0,57,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,82.0,83.0,93.0,57,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,11.0,11.0,9.0,57,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,5.0,5.0,5.0,57,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,1.0,1.0,1.0,57,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,57,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,3.0,3.0,4.0,57,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,255.0,255.0,255.0,57,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,3.0,,,58,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,1.0,,58,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,20.0,58,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,9.0,10.0,58,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,124.0,124.0,118.0,58,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,83.0,83.0,84.0,58,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,10.0,10.0,58,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,2.0,2.0,2.0,58,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,58,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,58,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,3.0,4.0,8.0,58,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,252.0,252.0,252.0,58,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,4.0,,,59,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,4.0,,59,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,24.0,23.0,21.0,59,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,9.0,9.0,8.0,59,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,171.0,169.0,159.0,59,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,61.0,62.0,77.0,59,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,10.0,8.0,59,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,4.0,4.0,4.0,59,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,59,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,59,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,4.0,5.0,9.0,59,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,286.0,286.0,286.0,59,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,6.0,,,60,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,60,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,22.0,23.0,19.0,60,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,12.0,12.0,10.0,60,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,110.0,110.0,104.0,60,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,91.0,91.0,104.0,60,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,9.0,7.0,7.0,60,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,2.0,2.0,2.0,60,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,60,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,60,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,1.0,2.0,7.0,60,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,253.0,253.0,253.0,60,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,5.0,,,61,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,5.0,,61,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,21.0,21.0,23.0,61,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,11.0,12.0,7.0,61,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,140.0,136.0,126.0,61,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,73.0,73.0,87.0,61,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,11.0,11.0,11.0,61,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,0.0,0.0,0.0,61,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,61,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,61,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,3.0,6.0,10.0,61,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,264.0,264.0,264.0,61,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,3.0,,,62,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,3.0,,62,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,22.0,21.0,19.0,62,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,10.0,10.0,8.0,62,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,147.0,146.0,135.0,62,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,63.0,63.0,80.0,62,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,5.0,6.0,6.0,62,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,3.0,3.0,3.0,62,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,62,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,62,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,7.0,8.0,9.0,62,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,260.0,260.0,260.0,62,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,6.0,,,63,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,6.0,,63,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,27.0,23.0,20.0,63,ELECCIONES GENERALES 14/11/2021,638
3,504.0,FTE. DE IZQUIERDA Y DE TRAB.-UNIDAD,7.0,7.0,7.0,63,ELECCIONES GENERALES 14/11/2021,638
4,506.0,AZA.JUNTOS,144.0,146.0,135.0,63,ELECCIONES GENERALES 14/11/2021,638
5,507.0,FRENTE DE TODOS,71.0,72.0,89.0,63,ELECCIONES GENERALES 14/11/2021,638
6,508.0,FRENTE VAMOS CON VOS,13.0,13.0,11.0,63,ELECCIONES GENERALES 14/11/2021,638
7,,VOTOS NULOS,0.0,0.0,0.0,63,ELECCIONES GENERALES 14/11/2021,638
8,,VOTOS RECURRIDOS,0.0,0.0,0.0,63,ELECCIONES GENERALES 14/11/2021,638
9,,VOTOS IMPUGNADOS,0.0,0.0,0.0,63,ELECCIONES GENERALES 14/11/2021,638
10,,VOTOS EN BLANCO,6.0,7.0,12.0,63,ELECCIONES GENERALES 14/11/2021,638
11,,TOTALES,274.0,274.0,274.0,63,ELECCIONES GENERALES 14/11/2021,638
0,501.0,AZA.+ VALORES,2.0,,,64,ELECCIONES GENERALES 14/11/2021,638
1,27.0,PARTIDO UNION CELESTE Y BLANCO,,2.0,,64,ELECCIONES GENERALES 14/11/2021,638
2,503.0,AZA.AVANZA LIBERTAD,19.0,19.0,18.0,64,ELECCIONES GENERALES 14/11/2021,638
