,NRO,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
73,1902,FRENTE UNION FEDERAL,,,,,127,ELECCIONES PASO 13/08/2017,642
74,,L.AUTOCTONO,,,1.0,,127,ELECCIONES PASO 13/08/2017,642
75,,L.DIGNIDAD POPULAR,,,0.0,,127,ELECCIONES PASO 13/08/2017,642
76,,L.FRENTE UNION FEDERAL,,,0.0,,127,ELECCIONES PASO 13/08/2017,642
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,127,ELECCIONES PASO 13/08/2017,642
78,,L.LABORISTA,,,0.0,,127,ELECCIONES PASO 13/08/2017,642
79,,L.POPULAR,,,0.0,,127,ELECCIONES PASO 13/08/2017,642
80,,L.RENOVACION FEDERAL,,,1.0,,127,ELECCIONES PASO 13/08/2017,642
81,,L.TRES BANDERAS,,,0.0,,127,ELECCIONES PASO 13/08/2017,642
82,,TOTAL FRENTE UNION FEDERAL,,,2.0,,127,ELECCIONES PASO 13/08/2017,642
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,127,ELECCIONES PASO 13/08/2017,642
84,,LISTA VECINOS POR MERCEDES,,,,1.0,127,ELECCIONES PASO 13/08/2017,642
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,1.0,127,ELECCIONES PASO 13/08/2017,642
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,127,ELECCIONES PASO 13/08/2017,642
87,,LISTA 25 DE MAYO,,,,11.0,127,ELECCIONES PASO 13/08/2017,642
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,11.0,127,ELECCIONES PASO 13/08/2017,642
89,,VOTOS NULOS,4.0,3.0,2.0,3.0,127,ELECCIONES PASO 13/08/2017,642
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,127,ELECCIONES PASO 13/08/2017,642
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,127,ELECCIONES PASO 13/08/2017,642
92,,VOTOS EN BLANCO,14.0,20.0,21.0,16.0,127,ELECCIONES PASO 13/08/2017,642
93,,TOTALES,273.0,273.0,273.0,273.0,127,ELECCIONES PASO 13/08/2017,642
0,8,PARTIDO FEDERAL,,,,,128,ELECCIONES PASO 13/08/2017,642
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
2,,LISTA -B- CELESTE Y BLANCA,1.0,1.0,1.0,,128,ELECCIONES PASO 13/08/2017,642
3,,LISTA -C- FEDERALISMO PURO,1.0,1.0,,,128,ELECCIONES PASO 13/08/2017,642
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
5,,TOTAL PARTIDO FEDERAL,2.0,2.0,1.0,,128,ELECCIONES PASO 13/08/2017,642
6,22,PARTIDO HUMANISTA,,,,,128,ELECCIONES PASO 13/08/2017,642
7,,LISTA A NARANJA,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
9,259,PARTIDO DEL CAMPO POPULAR,,,,,128,ELECCIONES PASO 13/08/2017,642
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
11,,LISTA B-LIBERTAD,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
12,,LISTA C-SEGURIDAD,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,128,ELECCIONES PASO 13/08/2017,642
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,128,ELECCIONES PASO 13/08/2017,642
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,128,ELECCIONES PASO 13/08/2017,642
17,298,TODOS POR BUENOS AIRES,,,,,128,ELECCIONES PASO 13/08/2017,642
18,,LISTA TOBA,2.0,2.0,2.0,,128,ELECCIONES PASO 13/08/2017,642
19,,TOTAL TODOS POR BUENOS AIRES,2.0,2.0,2.0,,128,ELECCIONES PASO 13/08/2017,642
20,301,PATRIA GRANDE,,,,,128,ELECCIONES PASO 13/08/2017,642
21,,LISTA VAMOS,,0.0,,,128,ELECCIONES PASO 13/08/2017,642
22,,LISTA FUERZA DE LA GENTE,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,128,ELECCIONES PASO 13/08/2017,642
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,128,ELECCIONES PASO 13/08/2017,642
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
27,501,1PAIS,,,,,128,ELECCIONES PASO 13/08/2017,642
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,55.0,54.0,52.0,50.0,128,ELECCIONES PASO 13/08/2017,642
29,,TOTAL 1PAIS,55.0,54.0,52.0,50.0,128,ELECCIONES PASO 13/08/2017,642
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,128,ELECCIONES PASO 13/08/2017,642
31,,LISTA A,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
33,502/86,PARTIDO SOCIALISTA,,,,,128,ELECCIONES PASO 13/08/2017,642
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
36,503,UNIDAD CIUDADANA,,,,,128,ELECCIONES PASO 13/08/2017,642
37,,LISTA CELESTE Y BLANCA U,75.0,75.0,,,128,ELECCIONES PASO 13/08/2017,642
38,,LISTA CELESTE Y BLANCA U2,,,75.0,74.0,128,ELECCIONES PASO 13/08/2017,642
39,,TOTAL UNIDAD CIUDADANA,75.0,75.0,75.0,74.0,128,ELECCIONES PASO 13/08/2017,642
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,128,ELECCIONES PASO 13/08/2017,642
41,,LISTA UNIDAD DE LA IZQUIERDA,1.0,1.0,1.0,,128,ELECCIONES PASO 13/08/2017,642
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,1.0,1.0,1.0,,128,ELECCIONES PASO 13/08/2017,642
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,128,ELECCIONES PASO 13/08/2017,642
44,,LISTA A-CONDUCCION,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
45,,LISTA B-ESPERANZA,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
47,,LISTA D-SOLIDARIDAD,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
48,,LISTA E-PIONEROS,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
49,,LISTA F-SOBERANIA,0.0,,,,128,ELECCIONES PASO 13/08/2017,642
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,0.0,0.0,,,128,ELECCIONES PASO 13/08/2017,642
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,128,ELECCIONES PASO 13/08/2017,642
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,128,ELECCIONES PASO 13/08/2017,642
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,128,ELECCIONES PASO 13/08/2017,642
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,128,ELECCIONES PASO 13/08/2017,642
55,507,CREO,,,,,128,ELECCIONES PASO 13/08/2017,642
56,,LISTA CONVICCIONES,1.0,1.0,,,128,ELECCIONES PASO 13/08/2017,642
57,,TOTAL CREO,1.0,1.0,,,128,ELECCIONES PASO 13/08/2017,642
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,128,ELECCIONES PASO 13/08/2017,642
59,,LISTA CONVICCIONES,,,1.0,1.0,128,ELECCIONES PASO 13/08/2017,642
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,1.0,1.0,128,ELECCIONES PASO 13/08/2017,642
61,508,CAMBIEMOS BUENOS AIRES,,,,,128,ELECCIONES PASO 13/08/2017,642
62,,LISTA CAMBIANDO JUNTOS,111.0,110.0,,,128,ELECCIONES PASO 13/08/2017,642
63,,LISTA 1A AMARILLO,,,111.0,105.0,128,ELECCIONES PASO 13/08/2017,642
64,,TOTAL CAMBIEMOS BUENOS AIRES,111.0,110.0,111.0,105.0,128,ELECCIONES PASO 13/08/2017,642
65,509,FRENTE JUSTICIALISTA,,,,,128,ELECCIONES PASO 13/08/2017,642
66,,LISTA CUMPLIR,16.0,15.0,,,128,ELECCIONES PASO 13/08/2017,642
67,,LISTA CUMPLIR 2,,,15.0,17.0,128,ELECCIONES PASO 13/08/2017,642
68,,LISTA CUMPLIR 4,,,,2.0,128,ELECCIONES PASO 13/08/2017,642
69,,TOTAL FRENTE JUSTICIALISTA,16.0,15.0,15.0,19.0,128,ELECCIONES PASO 13/08/2017,642
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,128,ELECCIONES PASO 13/08/2017,642
71,,LISTA 1,7.0,9.0,8.0,8.0,128,ELECCIONES PASO 13/08/2017,642
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,7.0,9.0,8.0,8.0,128,ELECCIONES PASO 13/08/2017,642
73,1902,FRENTE UNION FEDERAL,,,,,128,ELECCIONES PASO 13/08/2017,642
74,,L.AUTOCTONO,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
75,,L.DIGNIDAD POPULAR,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
76,,L.FRENTE UNION FEDERAL,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
78,,L.LABORISTA,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
79,,L.POPULAR,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
80,,L.RENOVACION FEDERAL,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
81,,L.TRES BANDERAS,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,128,ELECCIONES PASO 13/08/2017,642
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,128,ELECCIONES PASO 13/08/2017,642
84,,LISTA VECINOS POR MERCEDES,,,,3.0,128,ELECCIONES PASO 13/08/2017,642
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,3.0,128,ELECCIONES PASO 13/08/2017,642
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,128,ELECCIONES PASO 13/08/2017,642
87,,LISTA 25 DE MAYO,,,,3.0,128,ELECCIONES PASO 13/08/2017,642
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,3.0,128,ELECCIONES PASO 13/08/2017,642
89,,VOTOS NULOS,5.0,5.0,5.0,5.0,128,ELECCIONES PASO 13/08/2017,642
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,128,ELECCIONES PASO 13/08/2017,642
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,128,ELECCIONES PASO 13/08/2017,642
92,,VOTOS EN BLANCO,4.0,5.0,8.0,11.0,128,ELECCIONES PASO 13/08/2017,642
93,,TOTALES,279.0,279.0,279.0,279.0,128,ELECCIONES PASO 13/08/2017,642
0,8,PARTIDO FEDERAL,,,,,129,ELECCIONES PASO 13/08/2017,642
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
3,,LISTA -C- FEDERALISMO PURO,1.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
5,,TOTAL PARTIDO FEDERAL,1.0,1.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
6,22,PARTIDO HUMANISTA,,,,,129,ELECCIONES PASO 13/08/2017,642
7,,LISTA A NARANJA,1.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
8,,TOTAL PARTIDO HUMANISTA,1.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
9,259,PARTIDO DEL CAMPO POPULAR,,,,,129,ELECCIONES PASO 13/08/2017,642
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
11,,LISTA B-LIBERTAD,0.0,,,,129,ELECCIONES PASO 13/08/2017,642
12,,LISTA C-SEGURIDAD,0.0,,,,129,ELECCIONES PASO 13/08/2017,642
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,129,ELECCIONES PASO 13/08/2017,642
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
17,298,TODOS POR BUENOS AIRES,,,,,129,ELECCIONES PASO 13/08/2017,642
18,,LISTA TOBA,2.0,2.0,2.0,,129,ELECCIONES PASO 13/08/2017,642
19,,TOTAL TODOS POR BUENOS AIRES,2.0,2.0,2.0,,129,ELECCIONES PASO 13/08/2017,642
20,301,PATRIA GRANDE,,,,,129,ELECCIONES PASO 13/08/2017,642
21,,LISTA VAMOS,,0.0,,,129,ELECCIONES PASO 13/08/2017,642
22,,LISTA FUERZA DE LA GENTE,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,129,ELECCIONES PASO 13/08/2017,642
25,,LISTA COMPROMISO CIUDADANO,1.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,1.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
27,501,1PAIS,,,,,129,ELECCIONES PASO 13/08/2017,642
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,44.0,42.0,42.0,38.0,129,ELECCIONES PASO 13/08/2017,642
29,,TOTAL 1PAIS,44.0,42.0,42.0,38.0,129,ELECCIONES PASO 13/08/2017,642
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,129,ELECCIONES PASO 13/08/2017,642
31,,LISTA A,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
33,502/86,PARTIDO SOCIALISTA,,,,,129,ELECCIONES PASO 13/08/2017,642
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
36,503,UNIDAD CIUDADANA,,,,,129,ELECCIONES PASO 13/08/2017,642
37,,LISTA CELESTE Y BLANCA U,91.0,91.0,,,129,ELECCIONES PASO 13/08/2017,642
38,,LISTA CELESTE Y BLANCA U2,,,91.0,88.0,129,ELECCIONES PASO 13/08/2017,642
39,,TOTAL UNIDAD CIUDADANA,91.0,91.0,91.0,88.0,129,ELECCIONES PASO 13/08/2017,642
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,129,ELECCIONES PASO 13/08/2017,642
41,,LISTA UNIDAD DE LA IZQUIERDA,0.0,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,0.0,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,129,ELECCIONES PASO 13/08/2017,642
44,,LISTA A-CONDUCCION,0.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
45,,LISTA B-ESPERANZA,0.0,,,,129,ELECCIONES PASO 13/08/2017,642
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,129,ELECCIONES PASO 13/08/2017,642
47,,LISTA D-SOLIDARIDAD,1.0,,,,129,ELECCIONES PASO 13/08/2017,642
48,,LISTA E-PIONEROS,0.0,,,,129,ELECCIONES PASO 13/08/2017,642
49,,LISTA F-SOBERANIA,0.0,,,,129,ELECCIONES PASO 13/08/2017,642
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,1.0,1.0,,,129,ELECCIONES PASO 13/08/2017,642
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,129,ELECCIONES PASO 13/08/2017,642
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,129,ELECCIONES PASO 13/08/2017,642
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,129,ELECCIONES PASO 13/08/2017,642
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,129,ELECCIONES PASO 13/08/2017,642
55,507,CREO,,,,,129,ELECCIONES PASO 13/08/2017,642
56,,LISTA CONVICCIONES,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
57,,TOTAL CREO,0.0,0.0,,,129,ELECCIONES PASO 13/08/2017,642
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,129,ELECCIONES PASO 13/08/2017,642
59,,LISTA CONVICCIONES,,,0.0,0.0,129,ELECCIONES PASO 13/08/2017,642
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,0.0,0.0,129,ELECCIONES PASO 13/08/2017,642
61,508,CAMBIEMOS BUENOS AIRES,,,,,129,ELECCIONES PASO 13/08/2017,642
62,,LISTA CAMBIANDO JUNTOS,94.0,96.0,,,129,ELECCIONES PASO 13/08/2017,642
63,,LISTA 1A AMARILLO,,,95.0,93.0,129,ELECCIONES PASO 13/08/2017,642
64,,TOTAL CAMBIEMOS BUENOS AIRES,94.0,96.0,95.0,93.0,129,ELECCIONES PASO 13/08/2017,642
65,509,FRENTE JUSTICIALISTA,,,,,129,ELECCIONES PASO 13/08/2017,642
66,,LISTA CUMPLIR,16.0,15.0,,,129,ELECCIONES PASO 13/08/2017,642
67,,LISTA CUMPLIR 2,,,14.0,11.0,129,ELECCIONES PASO 13/08/2017,642
68,,LISTA CUMPLIR 4,,,,7.0,129,ELECCIONES PASO 13/08/2017,642
69,,TOTAL FRENTE JUSTICIALISTA,16.0,15.0,14.0,18.0,129,ELECCIONES PASO 13/08/2017,642
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,129,ELECCIONES PASO 13/08/2017,642
71,,LISTA 1,4.0,4.0,4.0,5.0,129,ELECCIONES PASO 13/08/2017,642
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,4.0,4.0,4.0,5.0,129,ELECCIONES PASO 13/08/2017,642
73,1902,FRENTE UNION FEDERAL,,,,,129,ELECCIONES PASO 13/08/2017,642
74,,L.AUTOCTONO,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
75,,L.DIGNIDAD POPULAR,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
76,,L.FRENTE UNION FEDERAL,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
77,,L.PRIMERA DAMA DEL PUEBLO,,,1.0,,129,ELECCIONES PASO 13/08/2017,642
78,,L.LABORISTA,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
79,,L.POPULAR,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
80,,L.RENOVACION FEDERAL,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
81,,L.TRES BANDERAS,,,0.0,,129,ELECCIONES PASO 13/08/2017,642
82,,TOTAL FRENTE UNION FEDERAL,,,1.0,,129,ELECCIONES PASO 13/08/2017,642
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,129,ELECCIONES PASO 13/08/2017,642
84,,LISTA VECINOS POR MERCEDES,,,,9.0,129,ELECCIONES PASO 13/08/2017,642
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,9.0,129,ELECCIONES PASO 13/08/2017,642
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,129,ELECCIONES PASO 13/08/2017,642
87,,LISTA 25 DE MAYO,,,,2.0,129,ELECCIONES PASO 13/08/2017,642
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,2.0,129,ELECCIONES PASO 13/08/2017,642
89,,VOTOS NULOS,3.0,5.0,5.0,5.0,129,ELECCIONES PASO 13/08/2017,642
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,129,ELECCIONES PASO 13/08/2017,642
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,129,ELECCIONES PASO 13/08/2017,642
92,,VOTOS EN BLANCO,9.0,8.0,13.0,9.0,129,ELECCIONES PASO 13/08/2017,642
93,,TOTALES,267.0,267.0,267.0,267.0,129,ELECCIONES PASO 13/08/2017,642
0,8,PARTIDO FEDERAL,,,,,130,ELECCIONES PASO 13/08/2017,642
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,130,ELECCIONES PASO 13/08/2017,642
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,130,ELECCIONES PASO 13/08/2017,642
6,22,PARTIDO HUMANISTA,,,,,130,ELECCIONES PASO 13/08/2017,642
7,,LISTA A NARANJA,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
9,259,PARTIDO DEL CAMPO POPULAR,,,,,130,ELECCIONES PASO 13/08/2017,642
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
11,,LISTA B-LIBERTAD,0.0,,,,130,ELECCIONES PASO 13/08/2017,642
12,,LISTA C-SEGURIDAD,0.0,,,,130,ELECCIONES PASO 13/08/2017,642
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,130,ELECCIONES PASO 13/08/2017,642
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,130,ELECCIONES PASO 13/08/2017,642
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,130,ELECCIONES PASO 13/08/2017,642
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,130,ELECCIONES PASO 13/08/2017,642
17,298,TODOS POR BUENOS AIRES,,,,,130,ELECCIONES PASO 13/08/2017,642
18,,LISTA TOBA,1.0,1.0,1.0,,130,ELECCIONES PASO 13/08/2017,642
19,,TOTAL TODOS POR BUENOS AIRES,1.0,1.0,1.0,,130,ELECCIONES PASO 13/08/2017,642
20,301,PATRIA GRANDE,,,,,130,ELECCIONES PASO 13/08/2017,642
21,,LISTA VAMOS,,0.0,,,130,ELECCIONES PASO 13/08/2017,642
22,,LISTA FUERZA DE LA GENTE,,,0.0,,130,ELECCIONES PASO 13/08/2017,642
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,130,ELECCIONES PASO 13/08/2017,642
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,130,ELECCIONES PASO 13/08/2017,642
25,,LISTA COMPROMISO CIUDADANO,1.0,1.0,,,130,ELECCIONES PASO 13/08/2017,642
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,1.0,1.0,,,130,ELECCIONES PASO 13/08/2017,642
27,501,1PAIS,,,,,130,ELECCIONES PASO 13/08/2017,642
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,43.0,40.0,41.0,35.0,130,ELECCIONES PASO 13/08/2017,642
29,,TOTAL 1PAIS,43.0,40.0,41.0,35.0,130,ELECCIONES PASO 13/08/2017,642
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,130,ELECCIONES PASO 13/08/2017,642
31,,LISTA A,1.0,1.0,,,130,ELECCIONES PASO 13/08/2017,642
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,1.0,1.0,,,130,ELECCIONES PASO 13/08/2017,642
33,502/86,PARTIDO SOCIALISTA,,,,,130,ELECCIONES PASO 13/08/2017,642
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,1.0,,130,ELECCIONES PASO 13/08/2017,642
35,,TOTAL PARTIDO SOCIALISTA,,,1.0,,130,ELECCIONES PASO 13/08/2017,642
36,503,UNIDAD CIUDADANA,,,,,130,ELECCIONES PASO 13/08/2017,642
37,,LISTA CELESTE Y BLANCA U,93.0,89.0,,,130,ELECCIONES PASO 13/08/2017,642
38,,LISTA CELESTE Y BLANCA U2,,,89.0,92.0,130,ELECCIONES PASO 13/08/2017,642
39,,TOTAL UNIDAD CIUDADANA,93.0,89.0,89.0,92.0,130,ELECCIONES PASO 13/08/2017,642
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,130,ELECCIONES PASO 13/08/2017,642
41,,LISTA UNIDAD DE LA IZQUIERDA,1.0,1.0,1.0,,130,ELECCIONES PASO 13/08/2017,642
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,1.0,1.0,1.0,,130,ELECCIONES PASO 13/08/2017,642
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,130,ELECCIONES PASO 13/08/2017,642
44,,LISTA A-CONDUCCION,0.0,1.0,,,130,ELECCIONES PASO 13/08/2017,642
45,,LISTA B-ESPERANZA,1.0,,,,130,ELECCIONES PASO 13/08/2017,642
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,130,ELECCIONES PASO 13/08/2017,642
47,,LISTA D-SOLIDARIDAD,0.0,,,,130,ELECCIONES PASO 13/08/2017,642
48,,LISTA E-PIONEROS,0.0,,,,130,ELECCIONES PASO 13/08/2017,642
49,,LISTA F-SOBERANIA,0.0,,,,130,ELECCIONES PASO 13/08/2017,642
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,1.0,1.0,,,130,ELECCIONES PASO 13/08/2017,642
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,130,ELECCIONES PASO 13/08/2017,642
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,130,ELECCIONES PASO 13/08/2017,642
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,130,ELECCIONES PASO 13/08/2017,642
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,130,ELECCIONES PASO 13/08/2017,642
55,507,CREO,,,,,130,ELECCIONES PASO 13/08/2017,642
