,NRO,AGRUPACION POLITICA,SENADOR NACIONAL,DIPUTADO NACIONAL,SENADOR PROVINCIAL,CARGOS MUNICIPALES,mesa,eleciones,circuito
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,92,ELECCIONES PASO 13/08/2017,640
31,,LISTA A,0.0,0.0,,,92,ELECCIONES PASO 13/08/2017,640
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,92,ELECCIONES PASO 13/08/2017,640
33,502/86,PARTIDO SOCIALISTA,,,,,92,ELECCIONES PASO 13/08/2017,640
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
36,503,UNIDAD CIUDADANA,,,,,92,ELECCIONES PASO 13/08/2017,640
37,,LISTA CELESTE Y BLANCA U,90.0,86.0,,,92,ELECCIONES PASO 13/08/2017,640
38,,LISTA CELESTE Y BLANCA U2,,,86.0,82.0,92,ELECCIONES PASO 13/08/2017,640
39,,TOTAL UNIDAD CIUDADANA,90.0,86.0,86.0,82.0,92,ELECCIONES PASO 13/08/2017,640
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,92,ELECCIONES PASO 13/08/2017,640
41,,LISTA UNIDAD DE LA IZQUIERDA,0.0,0.0,0.0,,92,ELECCIONES PASO 13/08/2017,640
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,0.0,0.0,0.0,,92,ELECCIONES PASO 13/08/2017,640
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,92,ELECCIONES PASO 13/08/2017,640
44,,LISTA A-CONDUCCION,0.0,0.0,,,92,ELECCIONES PASO 13/08/2017,640
45,,LISTA B-ESPERANZA,0.0,,,,92,ELECCIONES PASO 13/08/2017,640
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,92,ELECCIONES PASO 13/08/2017,640
47,,LISTA D-SOLIDARIDAD,0.0,,,,92,ELECCIONES PASO 13/08/2017,640
48,,LISTA E-PIONEROS,0.0,,,,92,ELECCIONES PASO 13/08/2017,640
49,,LISTA F-SOBERANIA,0.0,,,,92,ELECCIONES PASO 13/08/2017,640
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,0.0,0.0,,,92,ELECCIONES PASO 13/08/2017,640
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,92,ELECCIONES PASO 13/08/2017,640
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,92,ELECCIONES PASO 13/08/2017,640
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,92,ELECCIONES PASO 13/08/2017,640
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,92,ELECCIONES PASO 13/08/2017,640
55,507,CREO,,,,,92,ELECCIONES PASO 13/08/2017,640
56,,LISTA CONVICCIONES,2.0,1.0,,,92,ELECCIONES PASO 13/08/2017,640
57,,TOTAL CREO,2.0,1.0,,,92,ELECCIONES PASO 13/08/2017,640
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,92,ELECCIONES PASO 13/08/2017,640
59,,LISTA CONVICCIONES,,,1.0,2.0,92,ELECCIONES PASO 13/08/2017,640
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,1.0,2.0,92,ELECCIONES PASO 13/08/2017,640
61,508,CAMBIEMOS BUENOS AIRES,,,,,92,ELECCIONES PASO 13/08/2017,640
62,,LISTA CAMBIANDO JUNTOS,122.0,123.0,,,92,ELECCIONES PASO 13/08/2017,640
63,,LISTA 1A AMARILLO,,,123.0,122.0,92,ELECCIONES PASO 13/08/2017,640
64,,TOTAL CAMBIEMOS BUENOS AIRES,122.0,123.0,123.0,122.0,92,ELECCIONES PASO 13/08/2017,640
65,509,FRENTE JUSTICIALISTA,,,,,92,ELECCIONES PASO 13/08/2017,640
66,,LISTA CUMPLIR,23.0,21.0,,,92,ELECCIONES PASO 13/08/2017,640
67,,LISTA CUMPLIR 2,,,20.0,13.0,92,ELECCIONES PASO 13/08/2017,640
68,,LISTA CUMPLIR 4,,,,6.0,92,ELECCIONES PASO 13/08/2017,640
69,,TOTAL FRENTE JUSTICIALISTA,23.0,21.0,20.0,19.0,92,ELECCIONES PASO 13/08/2017,640
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,92,ELECCIONES PASO 13/08/2017,640
71,,LISTA 1,12.0,12.0,12.0,12.0,92,ELECCIONES PASO 13/08/2017,640
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,12.0,12.0,12.0,12.0,92,ELECCIONES PASO 13/08/2017,640
73,1902,FRENTE UNION FEDERAL,,,,,92,ELECCIONES PASO 13/08/2017,640
74,,L.AUTOCTONO,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
75,,L.DIGNIDAD POPULAR,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
76,,L.FRENTE UNION FEDERAL,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
78,,L.LABORISTA,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
79,,L.POPULAR,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
80,,L.RENOVACION FEDERAL,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
81,,L.TRES BANDERAS,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,92,ELECCIONES PASO 13/08/2017,640
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,92,ELECCIONES PASO 13/08/2017,640
84,,LISTA VECINOS POR MERCEDES,,,,12.0,92,ELECCIONES PASO 13/08/2017,640
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,12.0,92,ELECCIONES PASO 13/08/2017,640
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,92,ELECCIONES PASO 13/08/2017,640
87,,LISTA 25 DE MAYO,,,,4.0,92,ELECCIONES PASO 13/08/2017,640
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,4.0,92,ELECCIONES PASO 13/08/2017,640
89,,VOTOS NULOS,0.0,0.0,0.0,0.0,92,ELECCIONES PASO 13/08/2017,640
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,92,ELECCIONES PASO 13/08/2017,640
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,92,ELECCIONES PASO 13/08/2017,640
92,,VOTOS EN BLANCO,10.0,16.0,20.0,12.0,92,ELECCIONES PASO 13/08/2017,640
93,,TOTALES,302.0,302.0,302.0,302.0,92,ELECCIONES PASO 13/08/2017,640
0,8,PARTIDO FEDERAL,,,,,93,ELECCIONES PASO 13/08/2017,640
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,93,ELECCIONES PASO 13/08/2017,640
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,93,ELECCIONES PASO 13/08/2017,640
6,22,PARTIDO HUMANISTA,,,,,93,ELECCIONES PASO 13/08/2017,640
7,,LISTA A NARANJA,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
9,259,PARTIDO DEL CAMPO POPULAR,,,,,93,ELECCIONES PASO 13/08/2017,640
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
11,,LISTA B-LIBERTAD,0.0,,,,93,ELECCIONES PASO 13/08/2017,640
12,,LISTA C-SEGURIDAD,0.0,,,,93,ELECCIONES PASO 13/08/2017,640
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,93,ELECCIONES PASO 13/08/2017,640
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,93,ELECCIONES PASO 13/08/2017,640
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,93,ELECCIONES PASO 13/08/2017,640
17,298,TODOS POR BUENOS AIRES,,,,,93,ELECCIONES PASO 13/08/2017,640
18,,LISTA TOBA,1.0,1.0,1.0,,93,ELECCIONES PASO 13/08/2017,640
19,,TOTAL TODOS POR BUENOS AIRES,1.0,1.0,1.0,,93,ELECCIONES PASO 13/08/2017,640
20,301,PATRIA GRANDE,,,,,93,ELECCIONES PASO 13/08/2017,640
21,,LISTA VAMOS,,0.0,,,93,ELECCIONES PASO 13/08/2017,640
22,,LISTA FUERZA DE LA GENTE,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,93,ELECCIONES PASO 13/08/2017,640
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,93,ELECCIONES PASO 13/08/2017,640
25,,LISTA COMPROMISO CIUDADANO,1.0,1.0,,,93,ELECCIONES PASO 13/08/2017,640
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,1.0,1.0,,,93,ELECCIONES PASO 13/08/2017,640
27,501,1PAIS,,,,,93,ELECCIONES PASO 13/08/2017,640
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,61.0,54.0,54.0,51.0,93,ELECCIONES PASO 13/08/2017,640
29,,TOTAL 1PAIS,61.0,54.0,54.0,51.0,93,ELECCIONES PASO 13/08/2017,640
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,93,ELECCIONES PASO 13/08/2017,640
31,,LISTA A,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,0.0,0.0,,,93,ELECCIONES PASO 13/08/2017,640
33,502/86,PARTIDO SOCIALISTA,,,,,93,ELECCIONES PASO 13/08/2017,640
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
35,,TOTAL PARTIDO SOCIALISTA,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
36,503,UNIDAD CIUDADANA,,,,,93,ELECCIONES PASO 13/08/2017,640
37,,LISTA CELESTE Y BLANCA U,88.0,86.0,,,93,ELECCIONES PASO 13/08/2017,640
38,,LISTA CELESTE Y BLANCA U2,,,85.0,84.0,93,ELECCIONES PASO 13/08/2017,640
39,,TOTAL UNIDAD CIUDADANA,88.0,86.0,85.0,84.0,93,ELECCIONES PASO 13/08/2017,640
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,93,ELECCIONES PASO 13/08/2017,640
41,,LISTA UNIDAD DE LA IZQUIERDA,3.0,2.0,2.0,,93,ELECCIONES PASO 13/08/2017,640
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,3.0,2.0,2.0,,93,ELECCIONES PASO 13/08/2017,640
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,93,ELECCIONES PASO 13/08/2017,640
44,,LISTA A-CONDUCCION,1.0,2.0,,,93,ELECCIONES PASO 13/08/2017,640
45,,LISTA B-ESPERANZA,1.0,,,,93,ELECCIONES PASO 13/08/2017,640
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,93,ELECCIONES PASO 13/08/2017,640
47,,LISTA D-SOLIDARIDAD,0.0,,,,93,ELECCIONES PASO 13/08/2017,640
48,,LISTA E-PIONEROS,0.0,,,,93,ELECCIONES PASO 13/08/2017,640
49,,LISTA F-SOBERANIA,0.0,,,,93,ELECCIONES PASO 13/08/2017,640
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,2.0,2.0,,,93,ELECCIONES PASO 13/08/2017,640
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,93,ELECCIONES PASO 13/08/2017,640
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,93,ELECCIONES PASO 13/08/2017,640
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,93,ELECCIONES PASO 13/08/2017,640
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,93,ELECCIONES PASO 13/08/2017,640
55,507,CREO,,,,,93,ELECCIONES PASO 13/08/2017,640
56,,LISTA CONVICCIONES,1.0,2.0,,,93,ELECCIONES PASO 13/08/2017,640
57,,TOTAL CREO,1.0,2.0,,,93,ELECCIONES PASO 13/08/2017,640
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,93,ELECCIONES PASO 13/08/2017,640
59,,LISTA CONVICCIONES,,,2.0,1.0,93,ELECCIONES PASO 13/08/2017,640
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,2.0,1.0,93,ELECCIONES PASO 13/08/2017,640
61,508,CAMBIEMOS BUENOS AIRES,,,,,93,ELECCIONES PASO 13/08/2017,640
62,,LISTA CAMBIANDO JUNTOS,102.0,106.0,,,93,ELECCIONES PASO 13/08/2017,640
63,,LISTA 1A AMARILLO,,,106.0,101.0,93,ELECCIONES PASO 13/08/2017,640
64,,TOTAL CAMBIEMOS BUENOS AIRES,102.0,106.0,106.0,101.0,93,ELECCIONES PASO 13/08/2017,640
65,509,FRENTE JUSTICIALISTA,,,,,93,ELECCIONES PASO 13/08/2017,640
66,,LISTA CUMPLIR,20.0,17.0,,,93,ELECCIONES PASO 13/08/2017,640
67,,LISTA CUMPLIR 2,,,17.0,16.0,93,ELECCIONES PASO 13/08/2017,640
68,,LISTA CUMPLIR 4,,,,2.0,93,ELECCIONES PASO 13/08/2017,640
69,,TOTAL FRENTE JUSTICIALISTA,20.0,17.0,17.0,18.0,93,ELECCIONES PASO 13/08/2017,640
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,93,ELECCIONES PASO 13/08/2017,640
71,,LISTA 1,9.0,9.0,9.0,11.0,93,ELECCIONES PASO 13/08/2017,640
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,9.0,9.0,11.0,93,ELECCIONES PASO 13/08/2017,640
73,1902,FRENTE UNION FEDERAL,,,,,93,ELECCIONES PASO 13/08/2017,640
74,,L.AUTOCTONO,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
75,,L.DIGNIDAD POPULAR,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
76,,L.FRENTE UNION FEDERAL,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
78,,L.LABORISTA,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
79,,L.POPULAR,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
80,,L.RENOVACION FEDERAL,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
81,,L.TRES BANDERAS,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
82,,TOTAL FRENTE UNION FEDERAL,,,0.0,,93,ELECCIONES PASO 13/08/2017,640
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,93,ELECCIONES PASO 13/08/2017,640
84,,LISTA VECINOS POR MERCEDES,,,,5.0,93,ELECCIONES PASO 13/08/2017,640
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,5.0,93,ELECCIONES PASO 13/08/2017,640
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,93,ELECCIONES PASO 13/08/2017,640
87,,LISTA 25 DE MAYO,,,,8.0,93,ELECCIONES PASO 13/08/2017,640
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,8.0,93,ELECCIONES PASO 13/08/2017,640
89,,VOTOS NULOS,0.0,0.0,0.0,0.0,93,ELECCIONES PASO 13/08/2017,640
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,93,ELECCIONES PASO 13/08/2017,640
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,93,ELECCIONES PASO 13/08/2017,640
92,,VOTOS EN BLANCO,6.0,14.0,18.0,15.0,93,ELECCIONES PASO 13/08/2017,640
93,,TOTALES,294.0,294.0,294.0,294.0,93,ELECCIONES PASO 13/08/2017,640
0,8,PARTIDO FEDERAL,,,,,94,ELECCIONES PASO 13/08/2017,640
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
2,,LISTA -B- CELESTE Y BLANCA,1.0,1.0,1.0,,94,ELECCIONES PASO 13/08/2017,640
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
5,,TOTAL PARTIDO FEDERAL,1.0,1.0,1.0,,94,ELECCIONES PASO 13/08/2017,640
6,22,PARTIDO HUMANISTA,,,,,94,ELECCIONES PASO 13/08/2017,640
7,,LISTA A NARANJA,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
9,259,PARTIDO DEL CAMPO POPULAR,,,,,94,ELECCIONES PASO 13/08/2017,640
10,,LISTA A-INDEPENDENCIA,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
11,,LISTA B-LIBERTAD,0.0,,,,94,ELECCIONES PASO 13/08/2017,640
12,,LISTA C-SEGURIDAD,0.0,,,,94,ELECCIONES PASO 13/08/2017,640
13,,TOTAL PARTIDO DEL CAMPO POPULAR,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
14,268,MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,,,,,94,ELECCIONES PASO 13/08/2017,640
15,,LISTA UNIDAD 1,0.0,0.0,0.0,,94,ELECCIONES PASO 13/08/2017,640
16,,TOTAL MOV. AMPLIO DE TRABAJADORES Y JUBILADOS,0.0,0.0,0.0,,94,ELECCIONES PASO 13/08/2017,640
17,298,TODOS POR BUENOS AIRES,,,,,94,ELECCIONES PASO 13/08/2017,640
18,,LISTA TOBA,1.0,1.0,1.0,,94,ELECCIONES PASO 13/08/2017,640
19,,TOTAL TODOS POR BUENOS AIRES,1.0,1.0,1.0,,94,ELECCIONES PASO 13/08/2017,640
20,301,PATRIA GRANDE,,,,,94,ELECCIONES PASO 13/08/2017,640
21,,LISTA VAMOS,,0.0,,,94,ELECCIONES PASO 13/08/2017,640
22,,LISTA FUERZA DE LA GENTE,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
23,,TOTAL PATRIA GRANDE,,0.0,0.0,,94,ELECCIONES PASO 13/08/2017,640
24,309,MOVIMIENTO ORGANIZACION DEMOCRATICA,,,,,94,ELECCIONES PASO 13/08/2017,640
25,,LISTA COMPROMISO CIUDADANO,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
26,,TOTAL MOVIMIENTO ORGANIZACION DEMOCRATICA,0.0,0.0,,,94,ELECCIONES PASO 13/08/2017,640
27,501,1PAIS,,,,,94,ELECCIONES PASO 13/08/2017,640
28,,LISTA UN PAIS UNIDO HOY Y SIEMPRE,42.0,44.0,44.0,42.0,94,ELECCIONES PASO 13/08/2017,640
29,,TOTAL 1PAIS,42.0,44.0,44.0,42.0,94,ELECCIONES PASO 13/08/2017,640
30,502,FRENTE SOCIALISTA Y POPULAR,,,,,94,ELECCIONES PASO 13/08/2017,640
31,,LISTA A,1.0,1.0,,,94,ELECCIONES PASO 13/08/2017,640
32,,TOTAL FRENTE SOCIALISTA Y POPULAR,1.0,1.0,,,94,ELECCIONES PASO 13/08/2017,640
33,502/86,PARTIDO SOCIALISTA,,,,,94,ELECCIONES PASO 13/08/2017,640
34,,LISTA FRENTE SOCIALISTA Y POPULAR,,,1.0,,94,ELECCIONES PASO 13/08/2017,640
35,,TOTAL PARTIDO SOCIALISTA,,,1.0,,94,ELECCIONES PASO 13/08/2017,640
36,503,UNIDAD CIUDADANA,,,,,94,ELECCIONES PASO 13/08/2017,640
37,,LISTA CELESTE Y BLANCA U,73.0,71.0,,,94,ELECCIONES PASO 13/08/2017,640
38,,LISTA CELESTE Y BLANCA U2,,,70.0,66.0,94,ELECCIONES PASO 13/08/2017,640
39,,TOTAL UNIDAD CIUDADANA,73.0,71.0,70.0,66.0,94,ELECCIONES PASO 13/08/2017,640
40,504,IZQUIERDA AL FRENTE POR EL SOCIALISMO,,,,,94,ELECCIONES PASO 13/08/2017,640
41,,LISTA UNIDAD DE LA IZQUIERDA,2.0,2.0,2.0,,94,ELECCIONES PASO 13/08/2017,640
42,,TOTAL IZQUIERDA AL FRENTE POR EL SOCIALISMO,2.0,2.0,2.0,,94,ELECCIONES PASO 13/08/2017,640
43,505,FRENTE PATRIOTA BANDERA VECINAL,,,,,94,ELECCIONES PASO 13/08/2017,640
44,,LISTA A-CONDUCCION,0.0,3.0,,,94,ELECCIONES PASO 13/08/2017,640
45,,LISTA B-ESPERANZA,2.0,,,,94,ELECCIONES PASO 13/08/2017,640
46,,LISTA C-ORDEN Y SEGURIDAD,0.0,,,,94,ELECCIONES PASO 13/08/2017,640
47,,LISTA D-SOLIDARIDAD,0.0,,,,94,ELECCIONES PASO 13/08/2017,640
48,,LISTA E-PIONEROS,0.0,,,,94,ELECCIONES PASO 13/08/2017,640
49,,LISTA F-SOBERANIA,0.0,,,,94,ELECCIONES PASO 13/08/2017,640
50,,TOTAL FRENTE PATRIOTA BANDERA VECINAL,2.0,3.0,,,94,ELECCIONES PASO 13/08/2017,640
51,506,ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,,,,94,ELECCIONES PASO 13/08/2017,640
52,,"L.MEMORIA, VERDAD Y JUSTICIA",,0.0,,,94,ELECCIONES PASO 13/08/2017,640
53,,"L.POR TIERRA, TECHO Y TRABAJO",,,0.0,,94,ELECCIONES PASO 13/08/2017,640
54,,TOTAL ENC.POPULAR POR TIERRA TECHO Y TRABAJO,,0.0,0.0,,94,ELECCIONES PASO 13/08/2017,640
55,507,CREO,,,,,94,ELECCIONES PASO 13/08/2017,640
56,,LISTA CONVICCIONES,1.0,1.0,,,94,ELECCIONES PASO 13/08/2017,640
57,,TOTAL CREO,1.0,1.0,,,94,ELECCIONES PASO 13/08/2017,640
58,507/79,PARTIDO RENOVADOR FEDERAL,,,,,94,ELECCIONES PASO 13/08/2017,640
59,,LISTA CONVICCIONES,,,1.0,1.0,94,ELECCIONES PASO 13/08/2017,640
60,,TOTAL PARTIDO RENOVADOR FEDERAL,,,1.0,1.0,94,ELECCIONES PASO 13/08/2017,640
61,508,CAMBIEMOS BUENOS AIRES,,,,,94,ELECCIONES PASO 13/08/2017,640
62,,LISTA CAMBIANDO JUNTOS,105.0,106.0,,,94,ELECCIONES PASO 13/08/2017,640
63,,LISTA 1A AMARILLO,,,106.0,104.0,94,ELECCIONES PASO 13/08/2017,640
64,,TOTAL CAMBIEMOS BUENOS AIRES,105.0,106.0,106.0,104.0,94,ELECCIONES PASO 13/08/2017,640
65,509,FRENTE JUSTICIALISTA,,,,,94,ELECCIONES PASO 13/08/2017,640
66,,LISTA CUMPLIR,23.0,21.0,,,94,ELECCIONES PASO 13/08/2017,640
67,,LISTA CUMPLIR 2,,,21.0,10.0,94,ELECCIONES PASO 13/08/2017,640
68,,LISTA CUMPLIR 4,,,,10.0,94,ELECCIONES PASO 13/08/2017,640
69,,TOTAL FRENTE JUSTICIALISTA,23.0,21.0,21.0,20.0,94,ELECCIONES PASO 13/08/2017,640
70,510,FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,,,,,94,ELECCIONES PASO 13/08/2017,640
71,,LISTA 1,9.0,9.0,9.0,9.0,94,ELECCIONES PASO 13/08/2017,640
72,,TOTAL FTE.DE IZQUIERDA Y DE LOS TRABAJADORES,9.0,9.0,9.0,9.0,94,ELECCIONES PASO 13/08/2017,640
73,1902,FRENTE UNION FEDERAL,,,,,94,ELECCIONES PASO 13/08/2017,640
74,,L.AUTOCTONO,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
75,,L.DIGNIDAD POPULAR,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
76,,L.FRENTE UNION FEDERAL,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
77,,L.PRIMERA DAMA DEL PUEBLO,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
78,,L.LABORISTA,,,1.0,,94,ELECCIONES PASO 13/08/2017,640
79,,L.POPULAR,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
80,,L.RENOVACION FEDERAL,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
81,,L.TRES BANDERAS,,,0.0,,94,ELECCIONES PASO 13/08/2017,640
82,,TOTAL FRENTE UNION FEDERAL,,,1.0,,94,ELECCIONES PASO 13/08/2017,640
83,738,MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,,94,ELECCIONES PASO 13/08/2017,640
84,,LISTA VECINOS POR MERCEDES,,,,5.0,94,ELECCIONES PASO 13/08/2017,640
85,,TOTAL MIC-MERCEDES INDEPENDIENTE COMUNAL,,,,5.0,94,ELECCIONES PASO 13/08/2017,640
86,829,"AGRUP. 25 DE MAYO ""MERCEDES""",,,,,94,ELECCIONES PASO 13/08/2017,640
87,,LISTA 25 DE MAYO,,,,8.0,94,ELECCIONES PASO 13/08/2017,640
88,,"TOTAL AGRUP. 25 DE MAYO ""MERCEDES""",,,,8.0,94,ELECCIONES PASO 13/08/2017,640
89,,VOTOS NULOS,0.0,0.0,0.0,4.0,94,ELECCIONES PASO 13/08/2017,640
90,,VOTOS RECURRIDOS,0.0,0.0,0.0,0.0,94,ELECCIONES PASO 13/08/2017,640
91,,VOTOS IMPUGNADOS,0.0,0.0,0.0,0.0,94,ELECCIONES PASO 13/08/2017,640
92,,VOTOS EN BLANCO,12.0,12.0,15.0,13.0,94,ELECCIONES PASO 13/08/2017,640
93,,TOTALES,272.0,272.0,272.0,272.0,94,ELECCIONES PASO 13/08/2017,640
0,8,PARTIDO FEDERAL,,,,,95,ELECCIONES PASO 13/08/2017,640
1,0121,LISTA -A- ROJO PUNZO,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
2,,LISTA -B- CELESTE Y BLANCA,0.0,0.0,0.0,,95,ELECCIONES PASO 13/08/2017,640
3,,LISTA -C- FEDERALISMO PURO,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
4,,LISTA -D- ALTERNATIVA,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
5,,TOTAL PARTIDO FEDERAL,0.0,0.0,0.0,,95,ELECCIONES PASO 13/08/2017,640
6,22,PARTIDO HUMANISTA,,,,,95,ELECCIONES PASO 13/08/2017,640
7,,LISTA A NARANJA,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
8,,TOTAL PARTIDO HUMANISTA,0.0,0.0,,,95,ELECCIONES PASO 13/08/2017,640
9,259,PARTIDO DEL CAMPO POPULAR,,,,,95,ELECCIONES PASO 13/08/2017,640
10,,LISTA A-INDEPENDENCIA,1.0,1.0,,,95,ELECCIONES PASO 13/08/2017,640
11,,LISTA B-LIBERTAD,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
12,,LISTA C-SEGURIDAD,0.0,,,,95,ELECCIONES PASO 13/08/2017,640
